"u_number","name","short_description","u_default_business_service","u_program_team","u_application_type","u_application_classification","operational_status","u_max_severity_level","u_ci_data_owner_usr","u_service_delivery_manager","u_default_assignment_group","vendor","u_ci_used_for","u_priority_classification","u_fast_close","u_fast_close_max_priority","u_fast_close_information","u_maintenance_information","u_hosting","model_id","manufacturer","u_personal_data","u_integrity","u_confidentiality","u_mcv","u_tam_directory_integrated","u_tam_integration","u_url_1","u_accessibility","u_application_owner","change_control","asset","asset_tag","assigned","assigned_to","attestation_score","attestation_status","attested","attested_by","attested_date","attributes","u_billable_tf","u_billable_approved","u_billable_from","u_new_business_activity","u_business_consultant","business_unit","u_ci_data_owner","discovery_source","u_ci_reporting_domain","can_print","category","checked_in","checked_out","sys_class_name","classifier","comments","config_directory","config_file","cost","cost_cc","cost_center","sys_created_on","sys_created_by","cl_port","dns_domain","u_decom_aries_request_id","u_decommisioned_date","u_decommissioned","u_default_assignment_group_l3","u_default_assignment_group_l4","department","u_detailed_description","u_display","sys_domain","sys_domain_path","due","due_in","duplicate_of","edition","environment","u_environment","u_environment_mgt_party","u_external_reference_id","u_external_reference_source","fault_count","first_discovered","fqdn","gl_account","u_implementation","u_icfr","ip_address","u_tim_integration","u_tim_integration_type","u_tim_provisioning_type","u_tim_service_eu","install_directory","install_date","u_internal_control","invoice_number","is_clustered","justification","u_lcm_dependency","u_lcm_status","u_lcm_wave","u_latest_sync_date","u_latest_sync_status","lease_id","life_cycle_stage","life_cycle_stage_status","location","mac_address","u_mfa","u_maintainability","maintenance_schedule","managed_by_group","managed_by","model_number","monitor","last_discovered","cmdb_ot_entity","u_opco","delivery_date","order_date","company","owned_by","u_pace_layer","pid","po_number","u_personal_data_categories","u_new_platform","u_portal_url","u_new_product_cluster","u_project_owner","purchase_date","correlation_id","u_related_objects","u_related_url","u_relations_overview","unverified","u_resource_unit","running_process","running_process_command","rp_command_hash","running_process_key_parameters","rp_key_parameters_hash","running_process_parameters","u_sox","serial_number","u_service_level","u_service_owner","u_service_window","u_planned_retirement","assignment_group","skip_sync","u_sfw_model","start_date","install_status","subcategory","support_group","schedule","supported_by","u_supported_by_sci","u_synonyms","tcp_port","u_timtam","sys_tags","u_lcm","u_trigger","u_type","u_ext_unique_ref","sys_updated_on","sys_updated_by","sys_mod_count","used_for","u_user_interface_type","version","u_visible_on_portal","warranty_expiration","sys_class_path",
"AP000002714","Partial Control Store Service SBC","The Prime Vision application running in the stores on the SBC (single board computer). Gets camera images and weighing scale input. Does first filtering on usable and not usable images. Sends the data to the ' Partial Control Store Service PVSS' application.","Albert Heijn - Store Execution","Albert Heijn IT","Business","EU Application","Operational","3","Jean-Luc Truijens","Ron Vlug","AMS_TCS_L2_AH_Store_POS","Prime Vision","Store","TBD","No","-Not applicable-","","Standard Maintenance Window: Installation window is part of BACKUP procedure and runs between 0.30 and 3.00 hour
","SaaS","","AholdDelhaize","No","Standard","3: Internal use","3: Not business critical","","No","","","Director AH Business Services Stores","","","","","","","Not Yet Reviewed","false","","","","","","2013-11-14","POS","","","","Other","AH - Stores","false","","","","Application",," ","","","","USD",,"2022-05-23 17:25:44","pnljt116","","","","","","","","","","Partial Control Store Service SBC","global","/","","","","","","","","","","0","","","","Local server","false","","","","","","","","No","","false","","","","","","","","","","","","","","","","","","false","",,"","","","","","3. Systems of innovation","","","","AH Customer Technology (TECH)","https://ahold.service-now.com/it_shop/application_detail.do?sys_id=24a9e68f876b01502d890d090cbb3588","Checkout & Payments (TECH)","","","AP000490","","","","false","","","","","","","","No","","","Laslo Pruis","40.320","","","false","","","Installed","","","","","false","","","","","Done","false","Other","","2022-10-12 14:40:11","pnljt116","11","Production","None","","true","","/!!/!$/#~"
"AP000002391","Mijn Bonus Box - Price and Content Issues","Mijn Bonus Box - Price and Content Issues is an applicative Service to show Retail Price and Content to the customer.","Online - Brand & CRM","Albert Heijn IT","Customer Facing","","Operational","1","Robert J. VAN HOUWELINGEN","Hanneke Franken","AD_TCS_COMMERCE","AH Online IT","Central","Priority 4: 1 to 5 users; 
Priority 3: 6 to 50 users; 
Priority 2: >50 users; 
Priority 1: All users;","No","-Not applicable-","","standard maintenance window","PaaS"," Unknown","","Yes","","2: Confidential","1: Highly business critical","","","","","SVP E-Commerce","","","","","","","Not Yet Reviewed","false","","","","","","","Assortment & Search","","","","Manual","","false","","","","Application",,"","","","","USD",,"2021-03-09 10:13:50","pnlrh142","","","","","","","","","","Mijn Bonus Box - Price and Content Issues","global","/","","","","","","","","","","0","","","","Azure Cloud","false","","","","","","","","No","","false","","","","","","","","","","","","","","","","","","false","",,"","","","","","","","","","AH Customer Technology (TECH)","https://ahold.service-now.com/it_shop/application_detail.do?sys_id=8628d355dbb26450df2b32323996195c","Loyalty & Customer (TECH)","","","","","","","false","","","","","","","","No","","","","40.320","","","false","","","Installed","","","","","false","","","","","Done","false","Other","","2022-06-23 16:23:23","pnl0q07o","6","Production","","","true","","/!!/!$/#~"
"AP000001849","Finance","Financial interfacing and invoicing","Online - Warehouse Execution","Albert Heijn IT","Customer Facing","EU Application","Operational","1","Nico DE JONG","Robin Zeilstra","AMS_ITOnline_L3_E-Finance","AH Online IT","Central","Priority 4: 1 user; 
Priority 3: Part application down / Low impact; 
Priority 2: Part application down / High impact; 
Priority 1: Total application down;","No","-Not applicable-","","standard maintenance window","IaaS","AholdDelhaize Custom Application","AholdDelhaize","Yes","Critical","2: Confidential","1: Highly business critical","","Yes","","","SVP E-Commerce","","","","","","","Not Yet Reviewed","false","","","","","","","eCommerce Execution","","","","Other","AH - Digital Development","false","","","","Application",," ","","","","USD",,"2019-11-01 14:26:31","pnl03x7p","","","","","","","","","<ul style=""list-style-position: inside;"">
<li>Timeout</li>
<li>Laphraoig</li>
</ul>","Finance","global","/","","","","","","","","","","0","","","","Azure Cloud","false","","","Full","Automatic","","","","No","","false","","","","","","","","","","","","","","","","","","false","",,"","","","","","","","","","AH Customer Technology (TECH)","https://ahold.service-now.com/it_shop/application_detail.do?sys_id=2b61d422dbf4c814454296d8db96194f","eCommerce Back-Office (TECH)","","","","","","","false","","","","","","","","No","","","Jan Verweij","40.320","","AMS_ITOnline_L3_E-Finance","false","","","Installed","","","","","false","","","","","Done","false","Other","","2022-06-23 16:23:12","pnl0q07o","420","Production","Browser, Character based","","true","","/!!/!$/#~"
"AP000002818","Cash Recycler","This is the CI for the software running on the Cash Recycler Hardware in the store.
This is a device from BRINKS. This is also maintained by BRINKS.","Albert Heijn - Store Execution","Albert Heijn IT","Customer Facing","","Operational","2","Jean-Luc Truijens","Ron Vlug","AMS_Brinks_L3_Smartsafe ","Brinks","Store","Sev 2 cash recyclers in multiple stores not working.
Sev 3 all cashrecyclers in 1 store not working.
Sev 4 Max 50% of the cash recyclers in 1 store not working.","No","-Not applicable-","","No special maintenance windows agreements are made.","SaaS","AholdDelhaize Custom Application","AholdDelhaize","No","","2: Confidential","2: Business critical","","","","","Director AH Business Services Stores","","","","","","","Not Yet Reviewed","false","","","","","","","","","","","Manual","","false","","","","Application",,"","","","","USD",,"2022-07-21 17:36:40","pnl0ju56","","","","","","","","","","Cash Recycler","global","/","","","","","","","","","","0","","","","Not Applicable","false","","","","","","","","Management Control Required","","false","","","","","","","","","","","","","","","","","","false","",,"","","","","","","","","","AH Customer Technology (TECH)","https://ahold.service-now.com/it_shop/application_detail.do?sys_id=8d312ac21bb4d1d0a7adfc49cd4bcbad","Checkout & Payments (TECH)","","","","","","","false","","","","","","","","","","","","40.320","","","false","","","Installed","","","","","false","","","","","Not Applicable","false","Other","","2022-09-05 16:43:04","pnljt116","3","Production","","","true","","/!!/!$/#~"
"AP000002683","Flipstream","Flipstream streams Google search Console & SERP Data straight to BigQuery (datalake) normalizing and structuring data.","Online - Brand & CRM","Albert Heijn IT","Business","","Operational","3","Jeffrey de Graaf","Varuschka Uhlenkamp","AMS_ITOnline_L3_CMS_Content","AH Online IT","Central","Priority 4: 1 user; 
Priority 3: Total application down;
(max critical support response time is 3  hours, max normal issues response time is 6 hours).","No","-Not applicable-","","Standard maintenance hours.","SaaS"," Unknown","","Yes","","2: Confidential","3: Not business critical","","","","","SVP E-Commerce","","","","","","","Not Yet Reviewed","false","","","","","","","CMS / SEO","","","","Manual","","false","","","","Application",,"","","","","USD",,"2022-05-10 08:17:50","pnl0hv47","","","","","","","","","<p><a href=""https://confluence-aholddelhaize.atlassian.net/wiki/spaces/ARCHI/pages/147686298468/SEO+tooling"">https://confluence-aholddelhaize.atlassian.net/wiki/spaces/ARCHI/pages/147686298468/SEO+tooling</a></p>","Flipstream","global","/","","","","","","","","","","0","","","","Unknown","false","","","","","","","","No","","false","","","","","","","","","","","","","","","","","","false","",,"","","","","","","","","","AH Customer Technology (TECH)","https://ahold.service-now.com/it_shop/application_detail.do?sys_id=353d6d3687db4d90cce6ec690cbb350c","Marketing & Inspiration (TECH)","","","","","","","false","","","","","","","","No","","","","40.320","","","false","","","Installed","","","","","false","","","","","Not Applicable","false","Other","","2022-06-23 16:23:14","pnl0q07o","2","Production","","","true","","/!!/!$/#~"
"AP000001432","Parley","Parley is a customer-2-agent online chat-routing service by suplier Tracebuzz","Albert Heijn - Brand & CRM","Albert Heijn IT","Customer Facing","EU Application","Operational","2","Robert J. VAN HOUWELINGEN","Rik Kerkhoven","AMS_ITOnline_L3_Salesforce_Platform","Keyon b.v.","Central","Priority 4: 1 user; 
Priority 3: Part application down; 
                      Application not working: twitter, facebook, whatsapp or other social media not working
                      Messages (berichten) cannot be responded to
Priority 2: Total application down;
                      Application Tracebuzz not working / no alerts coming in

Teamleads of the  AH Customer Support  24x7 (piketnr)by Telephone: +31(0)88-6593821
Functional support Tracebuzz / Parley: via chat function within the Tool
TCS_L2 contact Supplier Tracebuzz directly (by Telephone:  +31 36 2022080 by Email:  support@tracebuzz.com, Mo-Fri
TCS_L2 contact Supplier Parley directly        (by Telephone:  +31 36 2022080 by Email: support@parley.nu","No","-Not applicable-","","standard maintenance window","SaaS"," Unknown","","Yes","Standard","2: Confidential","3: Not business critical","","","N.A.","","VP Loyalty","","","","","","","Not Yet Reviewed","false","","","","","","","Customer Service & Conversational","Rik Kerkhoven","","","Manual","","false","","","","Application",,"","","","","USD",,"2018-04-04 14:03:24","pnlrh142","","","","","","","","","<p>Chats flow from customers acting on AH Online channels via AH Online redirecting services to Parley through Tracebuzz to SF Service Cloud, and vice versa.</p>
<p>In the future history of chats will be maintained, and customer-2-chatbot chats&nbsp;may also be routed via Parley.</p>
<p>&nbsp;</p>","Parley","global","/","","","","","","","","","","0","","","","Other","false","","","","","","","","No","","false","","","","","","","","","","","","","","","","","","false","",,"","","","","","","","","","AH Customer Technology (TECH)","https://ahold.service-now.com/it_shop/application_detail.do?sys_id=9539ad89dbdd9f08de8b9637db961924","Loyalty & Customer (TECH)","","","","","","","false","","","","","","","","No","","","Richard Wit","40.320","","","false","","","Installed","","","","","false","","","","","Done","false","Other","","2022-06-23 16:23:25","pnl0q07o","21","Production","","","true","","/!!/!$/#~"
"AP000002661","Intersolve - Trade (Duplicate)","Giftcard B2B processing as delivered and supported by Intersolve (aka Intersolve LIAB).
Trade is the Intersolve fulfillment platform for orders, billing and fulfillment of orders for B2B or B2C. It holds customer details, billing details etc. of B2B orders. It uses Intersolve LIAB to execute these orders.","Albert Heijn - Merchandise","Albert Heijn IT","External Service","EU Application","Decommissioned","1","Nico DE JONG","Mistral Barsingerhorn","AMS_TCS_L2_AH_Store_POS","TCS","Central","Priority 4","No","-Not applicable-","","standard maintenance window","BPO"," Unknown","Intersolve","Yes - sensitive","Standard","2: Confidential","3: Not business critical","","No","","","Senior Manager Business Services Etos","","","000000270","","","","Not Yet Reviewed","false","","","","","","2013-12-19","","Harm Harmenzon","","","Other","Gall & Gall, Etos, AH - Commerce","false","","","","Application",," Multiple business L2 processes should be created around processing and providing giftcards:
- Customer redemption of giftcard balances/points.
- Issuing/activation of giftcards.
- Payment via giftcards.
- Promotion mechanisms containing giftcards.
- Giftcard stock management processes.
 For reporting reasons, the differentiation between AH, ETOS and Gall is important, because at POS side, a lot of extensions have been built. And AH, ETOS and Gall have different POS systems, thus quite different giftcard incidents.

https://support.intersolve.nl/servicedesk/customer/portal/1","","","","USD",,"2022-03-21 13:24:52","pnljt116","","","","2022-03-22 08:50:26","","","","","<p>Intersolve is a <strong>processor</strong> of Giftcards, which means it manages the issueing- and redemption requests and responses between POS systems and Giftcard provider.</p>
<div>And InterSolve is also a<strong> provider</strong> of Giftcards, meaning it issues and manages certain giftcards.</div>","Intersolve - Trade (Duplicate)","global","/","","","","","","","","","","0","","","","Other","false","","","","","","","","No","","false","","","","","","","","","","","","","","","","","","false","",,"","","","","","1. Systems of record","","","","AH Customer Technology (TECH)","https://ahold.service-now.com/it_shop/application_detail.do?sys_id=4114e1ba871e4914cce6ec690cbb352d","Loyalty & Customer (TECH)","","","AP000437","Giftcard purchase, Giftcards","","","false","","","","","","","","No","","","Richard Wit","40.320","","","false","","","Installed","","","","","false","Intersolve - Trade B2B Giftcards","","","","Done","false","Other","","2022-06-23 16:23:15","pnl0q07o","2","Production","","","true","","/!!/!$/#~"
"AP000001430","OK Wallet","The OK app is a mobile application that offers means to save purchased electronic items, like tickets, vouchers or coupons, in a secure wallet","Albert Heijn - Merchandise","Albert Heijn IT","External Service","EU Application","Operational","3","Jean-Luc Truijens","Rik Kerkhoven","AMS_JibeCompany_L2","JIBE Company","Store and central","Priority 4: 1 user; 
Priority 3: Total application down;","No","-Not applicable-","","standard maintenance window","SaaS"," Unknown","OK","No","Standard","4: Public","3: Not business critical","","","","","Director AH Business Services Commerce","","","","","","","Not Yet Reviewed","false","","","","","","","eProducts","","","","Manual","AH - Commerce","false","","","","Application",,"","","","","USD",,"2018-03-30 09:47:39","pnlhl059","","","","","","","","","<p>After customers successfully bought an e-ticket online, they shall be able to store the e-ticket in the secure wallet of the OK app on their mobile phone (Android and iOS) for a selected number of products. To support this a new integration is required from EXPAND to OK.</p>","OK Wallet","global","/","","","","","","","","","","0","","","","Amazon Web Services (AWS Cloud) ","false","","","","","","","","No","","false","","","","","","","","","","","","","","","","","","false","",,"","","","","","3. Systems of innovation","","","","AH Customer Technology (TECH)","https://ahold.service-now.com/it_shop/application_detail.do?sys_id=bbcdbe9bdb499bc4454296d8db961953","Shop (TECH)","","","","Electronic item","https://confluence.ah.nl/display/EPNS/OK+Wallet","","false","","","","","","","","No","","","Richard Wit","40.320","","AMS_JibeCompany_L2","false","","","Installed","","","","","false","","","","","Done","false","Other","","2022-11-11 08:39:25","pnl0hv47","284","Production","Mobile IOS, Mobile Android","","true","","/!!/!$/#~"
"AP000003067","purchase-service","Service to get purchases of a customer, including both store and online purchases","Online - Brand & CRM","Albert Heijn IT","Interface","","Operational","2","Aede van der Weij","Tim Rosen","AMS_ITOnline_L3_Assortment_and_Search","AH Online IT","Central","Priority 4: 1 user","No","-Not applicable-",""," Priority 3: >1 users","IaaS"," Unknown","","No","","3: Internal use","2: Business critical","","","","","SVP E-Commerce","","","","","","","Not Yet Reviewed","false","","","","","","","","","","","Manual","","false","","","","Application",,"","","","","USD",,"2022-11-21 12:20:28","pnl0hv47","","","","","","","","","","purchase-service","global","/","","","","","","","","","","0","","","","","false","","","","","","","","","","false","","","","","","","","","","","","","","","","","","false","",,"","","","","","","","","","AH Customer Technology (TECH)","https://ahold.service-now.com/it_shop/application_detail.do?sys_id=9ed2cb254753dd1093966051e36d43fd","Shop (TECH)","","","","","","","false","","","","","","","","","","","","40.320","","","false","","","Installed","","","","","false","","","","","Not Applicable","false","Other","","2022-11-21 12:20:28","pnl0hv47","0","Production","","","true","","/!!/!$/#~"
"AP000001290","Mijn AH Drogist","Mijn AH Drogist' offers customers in stores the possibility to remotely consult a druggist for questions and/or advice related to medicines.
","Albert Heijn - Brand & CRM","Albert Heijn IT","Customer Facing","EU Application","Decommissioned","2","Akshay Jadhav","Olivia Kasteel","AMS_ITOnline_L3_Salesforce_Platform","TCS","Store","Priority 4: Part appl down / 1 Stores affected; 
Priority 3: Part appl down / 2 to 10 stores affected;
Priority 2: Total appl down or >10 Stores affected;","No","-Not applicable-","","normal daytime","SaaS","Salesforce Service Cloud -","Salesforce","Yes - sensitive","Standard","2: Confidential","3: Not business critical","","No","","","Director AH Business Services Stores","","","","","","","Not Yet Reviewed","false","","","","","","","Digital in Store","Rik Kerkhoven","","","Manual","AH - Commerce","false","","","","Application",,"8/7/2021: Gert van Barneveld confirmed that UAD tablets are no longer available in stores","","","","USD",,"2017-07-12 11:49:27","pnlhl059","","","","2021-07-09 08:45:10","","AMS_ITOnline_L3_Salesforce_Platform","","","<p>More specifically medicines that are only available at a pharmacy or drugstore ('Uitsluitend Apotheek Drogist' or 'UAD', in Dutch), but no prescription is needed.</p>
<p>Mijn AH Drogist is a native Android app running on a Zebra CC5000-10 kiosk/tablet. The tablet is mounted on the store shelf near the Health assortment.<br />The consult takes place via an video/audio conversation which is initiated by the customer. In addition the customer can scan the barcode of the package to get detailed information on the medicines, including the instructions for use (if available). This product information is retrieved from the AH.NL website.</p>
<p>The Android app makes use Salesforce SOS, which is a feature of Salesforce Service Cloud offering two-way video chat.<br />The druggist (licensed Customer Service representative) answering the calls works in the Lightning Console of Salesforce Service Cloud.</p>","Mijn AH Drogist","global","/","","","","","","","","","","0","","","","Other","false","","","","","","","","No","","false","","","","","","","","","","","","","","","","","","false","",,"","","","","","3. Systems of innovation","","","","AH Customer Technology (TECH)","https://ahold.service-now.com/it_shop/application_detail.do?sys_id=4a90db57377772448b20532e53990e7f","Shop (TECH)","","","","Product, Customer Service Request","","","false","","","","","","","","No","","","Richard Wit","40.320","","","false","","","Installed","","","","","false","","","","","Done","false","Other","","2022-06-23 16:23:16","pnl0q07o","2.265","Production","Mobile Android","","true","","/!!/!$/#~"
